codigo,fecha_radicacion,nombre_proyecto,valor_inicial_proyecto,valor_adicional,valor_total_proyecto,sector,municipio,entidad_presenta,estado_proyecto
70239,2007-06-29,Construcción de red eléctrica secundaria trenzada en la calle 3 entre carreras 19 y 20 en el corregimiento de La Peña en el municipio de Sabanalarga,22535197,0,22535197,Electrificación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70240,2007-06-29,Aporte para la realización del programa cultural La Fiesta de la Música en Barranquilla. Departamento del Atlántico,8102200,0,8102200,Cultura,Departamento,Cultura,ESTUDIO
70241,2007-06-29,Aportes para fomentar y promocionar la música a través de conciertos en los municipios del Departamento del Atlántico,200050000,0,200050000,Cultura,Departamento,Cultura,VIABLE
70242,2007-06-29,Apoyo a la gestión pública municipal a través de prácticas educativas solidarias con el fin de generar productividad y competitividad en los 22 municipios del departamento del Atlántico,290200000,0,290200000,Productividad y Competitividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
70243,2007-06-29,"Aportes para el Diseño, montaje y Dotación de la biblioteca mediateca Macondo en el Parque Cultural del Caribe Colombiano en Barranquilla. Atlántico",385500000,0,385500000,Cultura,Barranquilla,Cultura,VIABLE
70244,2007-06-29,Adecuación de una aula de bilinguismo y dos aulas académicas en la Institución Educativa Francisco de Paula Santander en el municipio de Galapa,34517309,0,34517309,Educación,Galapa,Educación,RECURSOS ASIGNADOS
70245,2007-06-29,Adquisición y Dotación de una ambulancia para el municipio de Juan de Acosta.,123000000,0,123000000,Salud,Juan de Acosta,Juan de Acosta,VIABLE
70246,2007-06-29,Construcción de un modulo productivo de tilapia roja en jaulas flotantes para los pescadores del municipio de Repelón,40956500,0,40956500,Productividad y Competitividad,Repelon,Desarrollo,RECURSOS ASIGNADOS
70247,2007-06-29,"Actualización de tecnología, informatica y telecomunicaciones",1532000000,0,1532000000,Fortalecimiento Institucional,Departamento,Informatica,RECURSOS ASIGNADOS
70248,2007-06-29,Gestión documental y correspondencia,900000000,0,900000000,Fortalecimiento Institucional,Departamento,Informatica,ESTUDIO
70249,2007-06-29,Aportes para la promoción de la lectura a través de la implementación y puesta en marcha de paraderos para libros para parques en el departamento del Atlántico.,773600000,0,773600000,Cultura,Departamento,Cultura,VIABLE
70250,2007-06-29,Aportes para el mantenimiento y sostenimiento del Centro Cultural antiguo edificio de la Aduana de Barranquilla,600000000,0,600000000,Cultura,Departamento,Cultura,VIABLE
70251,2007-06-29,Cobertura y acceso a la educación con sentido de equidad,128771790730,0,128771790730,Educación,Departamento,Educación,RECURSOS ASIGNADOS
70252,2007-06-29,Desarrollo Profesional de docentes y directivos docentes del departamento del Atlántico,3000000000,0,3000000000,Educación,Departamento,Educación,ESTUDIO
70253,2007-06-29,"Fortalecimiento de la evaluación para el desarrollo institucional de los establecimientos educativos de los municipios no certificados del Departamento del Atlántico (pruebas Saber e Incfes, evaluación docentes)",4028300000,0,4028300000,Educación,Departamento,Educación,ESTUDIO
70254,2007-06-29,Fortalecimiento de programas transversales en establecimientos educativos oficiales de los municipios no certificados del departamento del Atlántico,3765440000,0,3765440000,Educación,Departamento,Educación,ESTUDIO
70255,2007-06-29,Educación superior y articulación con la educación media,100000000,0,100000000,Educación,Departamento,Educación,RECURSOS ASIGNADOS
70256,2007-06-29,Dotación de medios educativos y audiovisuales para los establecimientos educativos oficiales de los municipios no certificados del departamento del Atlántico,4500000000,0,4500000000,Educación,Departamento,Educación,ESTUDIO
70257,2007-06-29,Eficiencia y fortalecimiento institucional,72261000,0,72261000,Educación,Departamento,Educación,RECURSOS ASIGNADOS
70258,2007-06-29,Sostenimiento y expansión del servicio educativo en el Departamento del Atlántico,121773820000,0,121773820000,Educación,Departamento,Educación,RECURSOS ASIGNADOS
70259,2007-06-29,Fortalecimiento de la educación para la primera infancia en los establecimientos educativos oficiales de municipios no certificados del departamento del Atlántico,2000000000,0,2000000000,Educación,Departamento,Educación,ESTUDIO
70260,2007-06-29,Seguridad integral del Departamento del Atlántico,17440891000,339554251,17780445251,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70261,2007-06-29,Atlántico Seguro,1400000000,0,1400000000,Seguridad,Departamento,Interior,ESTUDIO
70262,2007-06-29,Adqusicion parque automotor para los organismos de seguridad año 2008 en el departamento del Atlántico,1700000000,300000000,2000000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70263,2007-06-29,Suministro de Gasolina para el uso del parque automotor para los organismos de seguridad en el departamento del Atlántico. Año 2008,2100000000,0,2100000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70264,2007-06-29,Mantenimiento y reparación del parque automotor para los organismos de seguridad en el departamento del Atlántico.,600000000,0,600000000,Seguridad,Departamento,Interior,ESTUDIO
70265,2007-06-29,Apoyo a la Convivencia Ciudadana en el Departamento del Atlántico. Año 2008,1650000000,884518382,2534518382,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70266,2007-06-29,Convivencia para la población desplazada en el departamento del Atlántico,600000000,0,600000000,Convivencia,Departamento,Interior,RECURSOS ASIGNADOS
70267,2007-06-29,"Adquisición, mantenimiento y reparación de equipos de comunicaciones para los organismos de seguridad en el Dpto del Atlántico. Año 2008",1300000000,77035869,1377035869,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70268,2007-06-29,Apoyo a la defensoría del pueblo seccional. Departamento del Atlántico. Año 2008,500000000,0,500000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70269,2007-06-29,"Adquisición, mantenimiento y reparación de equipos de inteligencia y seguridad para los organismos de seguridad del Departamento del Atlántico. Año 2008",1200000000,390000000,1590000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70270,2007-06-29,Apoyo a acciones cívico militares recompensa para los organismos de seguridad del Dpto del Atlántico. Año 2008,300000000,0,300000000,Seguridad,Departamento,Interior,RECURSOS ASIGNADOS
70271,2007-06-29,"Construcción, rehabilitación, ampliación, Dotación y optimización de los sistemas de acueducto de las cabaceras municipales y área rural del Departamento",8000000000,0,8000000000,Agua Potable,Departamento,Agua Potable,ESTUDIO
70272,2007-06-29,Capacitación y asistencia técnica a los municipios y empresas prestadoras del servicio de agua potable,50000000,0,50000000,Agua Potable,Departamento,Agua Potable,ESTUDIO
70273,2007-06-29,"Elaboración de estudios y diseños para la construcción, rehabilitación y optimización de los sistemas de acueducto en corregimientos y algunas cabeceras municipales del departamento del Atlántico",200000000,0,200000000,Agua Potable,Departamento,Agua Potable,RECURSOS ASIGNADOS
70274,2007-06-29,"Construcción, rehabilitación, ampliación, Dotación y optimización de los sistemas de alcantarillado  y plantas de tratamiento de aguas residuales en las cabeceras municipales del Departamento",5000000000,0,5000000000,Alcantarillado,Departamento,Agua Potable,ESTUDIO
70275,2007-06-29,"Elaboración de estudios y diseños para la construcción, rehabilitación y optimización de los sistemas de alcantarillado en las cabeceras municipales del departamento del Atlántico",50000000,0,50000000,Alcantarillado,Departamento,Agua Potable,ESTUDIO
70276,2007-06-29,Manejo integral de residuos sólidos con enfoque regional,100000000,0,100000000,Residuos Sólidos,Departamento,Agua Potable,ESTUDIO
70277,2007-06-29,Atención y prevención de desastres,100000000,0,100000000,Mitigación de Riesgos Naturales y Antropicos,Departamento,Interior,ESTUDIO
70278,2007-06-29,Adecuación de áreas en zonas de alto riesgo en el Departamento del Atlántico,300000000,0,300000000,Mitigación de Riesgos Naturales y Antropicos,Departamento,Interior,ESTUDIO
70279,2007-06-29,"Estudios, diseños, construcción, mantenimiento y Dotación de las obras complementarias de la Ciudadela Universitaria y sede alterna en el Departamento del Atlántico",9406732160,0,9406732160,Educación,Departamento,Ciudadela Universitaria,RECURSOS ASIGNADOS
70280,2007-06-29,Apoyo al Fortalecimiento a los procesos de participación comunitaria año 2008 en el Departamento del Atlántico,100000000,26751333,126751333,Participación Ciudadana,Departamento,Interior,RECURSOS ASIGNADOS
70281,2007-06-29,"Rehabilitación, mantenimiento de la red vial Del Departamento del Atlántico",10000000000,0,10000000000,Vías,Departamento,Infraestructura,RECURSOS ASIGNADOS
70282,2007-06-29,Estudios de preinversión para los proyectos de la secretaría de infraestructura,164843640,635156360,800000000,Estudios,Departamento,Infraestructura,RECURSOS ASIGNADOS
70283,2007-06-29,"Electrificación en los sectores rurales y subnormales en los municipios, corregimientos y veredas en el departamento del Atlántico",1900000000,0,1900000000,Electrificación,Departamento,Infraestructura,ESTUDIO
70284,2007-06-29,programa de mejoramiento de vivienda de interés social en el Departamento del Atlántico,1800000000,0,1800000000,Vivienda,Departamento,Infraestructura,ESTUDIO
70285,2007-06-29,Los niños primeros,450000000,0,450000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70286,2007-06-29,Mejoramiento de la seguridad alimentaria de la población más vulnerable en el departamento del atlantico,500000000,0,500000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70287,2007-06-29,Celebración del día de la niñez y la recreación en el departamento del Atlántico,50000000,0,50000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70288,2007-06-29,Escuela de liderazgo juvenil,100000000,0,100000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70289,2007-06-29,Jóvenes emprendedores,200000000,0,200000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70290,2007-06-29,jóvenes gestores de convivencia social,150000000,0,150000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70291,2007-06-29,Buen trato en familia,300000000,0,300000000,Familia,Departamento,Gerencia Capital Social,RECURSOS ASIGNADOS
70292,2007-06-29,Capacitación a personas en situación de discapacidad del departamento del Atlántico,20000000,0,20000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70293,2007-06-29,Promoción a la accesibilidad para personas en situación de discapacidad,30000000,0,30000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70294,2007-06-29,Dotación de ayudas técnicas a personas con discapacidad en el departamento del Atlántico,30000000,0,30000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70295,2007-06-29,Dotación de lentes y monturas a población vulnerable en el Departamento del Atlántico,20000000,0,20000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70296,2007-06-29,Por una vejez digna,450000000,0,450000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70297,2007-06-29,Proyecto pedagógico vida digna,600000000,0,600000000,Familia,Departamento,Gerencia Capital Social,ESTUDIO
70298,2007-06-29,Mejoramiento y mantenimiento a la infraestructura deportiva y recreativa en los municipios y coregimientos del Departamento del Atlántico,300000000,0,300000000,Deporte,Departamento,Infraestructura,ESTUDIO
70299,2007-06-29,Fortalecimiento del carnaval en el departamento del Atlántico,200000000,0,200000000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
70300,2007-06-29,Apoyo financiero a la difusión artística en el departamento del Atlántico,500000000,0,500000000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
70301,2007-06-29,Fortalecimiento a la banda sinfónica del Departamento,30000000,0,30000000,Cultura,Departamento,Cultura,ESTUDIO
70302,2007-06-29,Fortalecimiento a la banda departamental de Baranoa,20000000,0,20000000,Cultura,Departamento,Cultura,ESTUDIO
70303,2007-06-29,"Dotación, sistematización, capacitación y realización de actividades culturales en las bibliotecas que conforman la red departamental de bibliotecas el departamento",420000000,0,420000000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
70304,2007-06-29,Apoyo financiero a las actividades culturales de la Secretaría de Cultura y Patrimonio,120000000,0,120000000,Cultura,Departamento,Cultura,ESTUDIO
70305,2007-06-29,Fomento y estímulo a la creación e investigación en arte y cultura,50000000,0,50000000,Cultura,Departamento,Cultura,ESTUDIO
70306,2007-06-29,Participación y apoyo en actividades de la cultura a las personas en situación de discapacidad,20000000,0,20000000,Cultura,Departamento,Cultura,ESTUDIO
70307,2007-06-29,Fortalecimiento de museos y casas de cultura en el Departamento del Atlántico,80000000,0,80000000,Cultura,Departamento,Cultura,ESTUDIO
70308,2007-06-29,Implementación del programa de estímulos a los gestores culturales del Departamento del Atlántico,200000000,0,200000000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
70309,2007-07-05,Mejoramiento de 70 viviendas de interés social en el Barrio El Concord de Malambo. Atlántico,333970000,0,333970000,Vivienda,Malambo,Malambo,ESTUDIO
70310,2007-07-05,"Mejoramiento de 70 viviendas de interés social en los Barrios San Antonio, Pumarejo, La Floresta y Manuela Beltrán en el municipio de Soledad.",353710000,0,353710000,Vivienda,Soledad,Soledad,ESTUDIO
70311,2007-07-05,Adecuación de las estaciones de policia de Manatí e Inspección de Policia del Corregimiento de Cascajal y la sede de la escuela de Policia en el Departamento del Atlántico,103284456,0,103284456,Seguridad,"Manatí, Sabanalarga, Barranquilla",Interior,RECURSOS ASIGNADOS
70312,2007-07-05,Construcción cubierta del patío de formación de la Institución Educativa Antonio Nariño en el municipio de Sabanalarga. Atlántico,29345487,0,29345487,Educación,Sabanalarga,Sabanalarga,DEVUELTO
70313,2007-07-05,Adecuación de cuatro aulas de idiomas en la Institución Educativa Ambrosio Plaza en el municipio de Sabanalarga. Atlántico,34520929,0,34520929,Educación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70314,2007-07-05,Mejoramiento de 50 viviendas de interes social en el Barrio El Tesoro de Malambo. Atlántico,260211938,0,260211938,Vivienda,Malambo,Malambo,VIABLE
70315,2007-07-05,Adecuación del parque del Barrio La María para la convivencia ciudadana en el Municipio de Sabanagrande Atlantico.,41493063,2074653,43567716,Deporte,Sabanagrande,Sabanagrande,VIABLE
70316,2007-07-05,Remodelación y adecuación de obras prioritarias en la sede No. 2 Javier Ferrer de la Institución Educativa Técnico Comercial en el municipio de Sabanalarga,34216970,0,34216970,Educación,Sabanalarga,Sabanalarga,VIABLE
70317,2007-07-10,"Construcción de 2 aulas, una batería sanitaria y Dotación de mobiliario en la institución educativa Fernando Hoyos Ripoll sede 1 en el municipio de Sabanalarga. Atlántico",179620013,0,179620013,Educación,Sabanalarga,Infraestructura,RECURSOS ASIGNADOS
70318,2007-07-10,"Reposición de cuatro (4) aulas, construcción de un (1) aula y una (1) batería sanitaria en la Institución Educativa María Mancilla Sánchez en el municipio de Puerto Colombia. Atlántico",357568689,-10877160,346691529,Educación,Puerto Colombia,Infraestructura,RECURSOS ASIGNADOS
70319,2007-07-10,"Reposición de una bateria sanitaria en la Institución Educativa Técnico Comercial, sede ""Javier Arango Ferrer en el municipio de Sabanalarga. Atlántico""",102875470,0,102875470,Educación,Sabanalarga,Infraestructura,RECURSOS ASIGNADOS
70320,2007-07-10,Construcción de una bateria (1) sanitaria y Dotación de mobiliario en la Institución Educativa Técnico Industrial de Sabanalarga sede José Eusebio Caro en el municipio de Sabanalarga. Atlántico,99425308,0,99425308,Educación,Sabanalarga,Infraestructura,RECURSOS ASIGNADOS
70321,2007-07-10,"Construcción de tres (3) aulas, una (1) batería sanitaria y Dotación de mobiliario en la Institución Educativa Normal Superior de Manatí. Atlántico",271194306,0,271194306,Educación,Manatí,Infraestructura,RECURSOS ASIGNADOS
70322,2007-07-11,Un encuentro con la discapacidad,10000000,0,10000000,Cultura,Departamento,Cultura,DEVUELTO
70323,2007-07-12,Servicio de disposición final de residuos sólidos provenientes de los botaderos a cielo abierto en el municipio de Malambo,200000000,0,200000000,Residuos Sólidos,Malambo,Agua Potable,RECURSOS ASIGNADOS
70324,2007-07-12,Construcción de área educativa y cuarto de bodega en el establecimiento carcelario ERE de Sabanalarga. Departamento del Atlántico,31926988,0,31926988,Seguridad,Sabanalarga,Interior,RECURSOS ASIGNADOS
70325,2007-07-12,Rehabilitación de la estación del ferrocarril de Bolívar en el municipio de Puerto Colombia. Departamento del Atlántico,131986969,0,131986969,Cultura,Puerto Colombia,Cultura,RECURSOS ASIGNADOS
70326,2007-07-16,Construcción de canoas en madera (ceiba amarilla - caracolí) para los pescadores artesanales del municipio de Santa Lucía del Departamento del Atlántico,33093320,0,33093320,Agropecuario,Santa Lucía,Santa Lucía,VIABLE
70327,2007-07-18,Adecuación sede del Auditorio del DAS de la ciudad de Barranquilla. Departamento del Atlántico,223592600,0,223592600,Seguridad,Barranquilla,Interior,DEVUELTO
70328,2007-07-18,"Ampliación y optimización del sistema de acueducto de Luruaco y sus corregimientos de San Juan de Tocagua, Palmar de Candelaria, Santa Cruz y Pendales en el departamento del Atlántico",4191633547,532044453,4723678000,Agua Potable,Luruaco,Agua Potable,RECURSOS ASIGNADOS
70329,2007-07-18,Obras complementarias en el Centro de Vida para el adulto mayor Nuestra Señora del Transito en el municipio de Usiacurí,34629418,0,34629418,Familia,Usiacurí,Usiacurí,RECURSOS ASIGNADOS
70330,2007-07-18,Rehabilitación de la vía Santa Lucía - carretera Oriental en el departamento del Atlántico,6000000000,2500000000,8500000000,Vías,Santa Lucía,Infraestructura,RECURSOS ASIGNADOS
70331,2007-07-24,Implementación de parcelas demostrativas para el cultivo de cebolla cabezona blanca en el municipio de Tubará,33717500,0,33717500,Agropecuario,Tubará,Desarrollo,RECURSOS ASIGNADOS
70332,2007-07-24,Adecuación área de entrenamiento de soldados del comando aereo de combate No. 3. Departamento del Atlántico,151592782,67716094,219308876,Seguridad,Malambo,Interior,RECURSOS ASIGNADOS
70333,2007-07-24,Dotación de la sala de juntas pedagógicas de la Escuela Normal Superior San Ana de Baranoa. Departamento del Atlántico,28864460,0,28864460,Educación,Baranoa,Educación,VIABLE
70334,2007-07-24,Reparación estructura metálica y techado de la gradería de la cancha de fútbol de la Institución Educativa Diversificada Oriental de Santo Tomás. Atlántico,23423750,15721540,39145290,Educación,Santo Tomás,Educación,RECURSOS ASIGNADOS
70335,2007-07-25,Construcción de una unidad sanitaria en la Escuela Juan Sarmiento Ruíz en el Barrio Marcos Lopera del casco urbano del municipio de Repelón. Atlántico,55391900,0,55391900,Educación,Repelon,Repelon,DEVUELTO
70336,2007-07-25,Habilitación de los baños pabellón A y B Centro Carcelario El Bosque en la ciudad de Barranquilla,34473150,0,34473150,Seguridad,Barranquilla,Interior,VIABLE
70337,2007-07-25,"Adecuación de las estaciones de policia de Baranoa, Polonuevo, Sabanalarga (cubierta parqueadero), Corregimiento de Campeche, urbanización El Concord y Sede Central en Barranquilla en el Departamento del Atlántico",199236499,0,199236499,Seguridad,"Baranoa, Polonuevo, Sabanalarga, Barranquilla",Interior,RECURSOS ASIGNADOS
70338,2007-07-25,Apoyo al desarrollo y funcionamiento de la Fundación Educativa Experimental del Atlántico José Celestino Mutis del Distrito de Barranquilla en el departamento del Atlántico. Vigencia 2007,150000000,0,150000000,Educación,Barranquilla,Educación,VIABLE
70339,2007-07-27,"Capacitación en la siembra, desarrollo y comercialización de la cosecha en los cultivos de sorgo y maíz en Sabanalarga, Luruaco. Piojó y Ponedera. Departamento del Atlántico",30000000,0,30000000,Agropecuario,"Sabanalarga, Luruaco. Piojó y Ponedera",Desarrollo,VIABLE
70340,2007-07-27,Adquisición de una planta eléctrica para a E.S.E. de Palmar de Varela. Departamento del Atlántico,64612000,0,64612000,Salud,Palmar de Varela,Palmar de Varela,VIABLE
70341,2007-07-27,Adquisición de aires acondicionados centrales para la E.S.E. de Palmar de Varela. Departamento del Atlántico,41760000,0,41760000,Salud,Palmar de Varela,Palmar de Varela,VIABLE
70342,2007-07-27,Capacitación en prevención y atención de desastres a las instituciones educativas y organizaciones de base a los 22 municipios del Departamento del Atlántico,17500000,0,17500000,Mitigación de Riesgos Naturales y Antropicos,Departamento,Interior,RECURSOS ASIGNADOS
70343,2007-07-27,Construcción de aulas en el segundo piso para la sede educativa No. 4 del municipio de Palmar de Varela - Atlántico,380580895,0,380580895,Educación,Palmar de Varela,Palmar de Varela,VIABLE SIN ASIGN RECURSOS. FUE DEVUELTO
70344,2007-07-27,Mejoramiento de 50 viviendas de interés social en el corregimiento de Villa Rosa en el municipio de Repelón. Atlántico,235173000,0,235173000,Vivienda,Repelon,Repelon,VIABLE
70345,2007-08-02,Mejoramiento de vivienda de interés social en el Corregimiento de La Peña en el municipio de Sabanalarga. Atlántico,277172325,92225265,369397590,Vivienda,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70346,2007-08-02,Mejoramiento de vivienda para una vida digna en el municipio de Sabanalarga,204756641,0,204756641,Vivienda,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
70347,2007-08-02,Adecuación estación de policia Los Almendros - Deata en el municipio de Soledad en el departamento del Atlántico,34619000,0,34619000,Seguridad,Soledad,Interior,DEVUELTO
70348,2007-08-02,Adecuaciones generales en el estadio de futbol del polideportivo del municipio de Sabanalarga. Atlántico,748762800,0,748762800,Deporte,Sabanalarga,Indeportes,RECURSOS ASIGNADOS
70349,2007-08-03,"Construcción de tres aulas , una batería sanitaria y Dotación de mobiliario en la I.E. Técnica Comercial de Palmar de Varela en el municipio de Palmar de Varela. Atlántico",268299447,0,268299447,Educación,Palmar de Varela,Infraestructura,RECURSOS ASIGNADOS
70350,2007-08-06,"Construcción de dos aulas, una bateria sanitaria y Dotación de mobiliario en la I.E. Técnica Comercial de Sabanagrande, sede principal en el municipio de Sabanagrande. Atlántico",192530256,0,192530256,Educación,Sabanagrande,Infraestructura,RECURSOS ASIGNADOS
70351,2007-08-06,"Construcción de un aula, una bateria sanitaria y Dotación de mobiliario en la Institución Educativa Diversificada Santo Tomás en el municipio de Santo Tomás. Atlántico",164453022,0,164453022,Educación,Santo Tomás,Infraestructura,RECURSOS ASIGNADOS
70352,2007-08-06,"Capacitación técnica en hortalizas a mujeres desplazadas cabeza de familia asentadas en los municipios de Malambo, Piojó y Tubará",29928000,0,29928000,Agropecuario,"Malambo, Piojó, Tubará",Desarrollo,RECURSOS ASIGNADOS
70353,2007-08-09,Construcción de un aula y una batería sanitaria en la Institución Educativa Antonia Santos de Molinero en el corregimiento de Molinero en el municipio de Sabanalarga. Atlántico,149557380,0,149557380,Educación,Sabanalarga,Educación,RECURSOS ASIGNADOS
70354,2007-08-09,"Construcción de dos aulas y una bateria sanitaria en la Institución Educativa María Auxiliadora, sede Institución de Educación Básica 5 Antonio Nariño de Paluato en el corregimiento de Paluato en el municipio de Galapa. Atlántico",200639985,0,200639985,Educación,Galapa,Educación,RECURSOS ASIGNADOS
70355,2007-08-09,Construcción de tres aulas y Dotación de mobiliario en el Institución Educativa Técnica Francisco de Paula Santander en el municipio de Galapa. Atlántico,151975314,0,151975314,Educación,Galapa,Educación,RECURSOS ASIGNADOS
70356,2007-08-10,"Adecuación del área de hospitalización, gineco-obstetricia, cirugía y construcción de habitaciones unipersonales en la E.S.E. Hospital Niño Jesús de Barranquilla",210000000,0,210000000,Salud,Barranquilla,Salud,DEVUELTO
70357,2007-08-10,Ampliación del área física de la Institución Técnica Agropecuaria del municipio de Palmar de Varela. Atlántico,783259440,0,783259440,Educación,Palmar de Varela,Palmar de Varela,DEVUELTO
70358,2007-08-10,Construcción del colector del Barrio Villa Concord de la cabecera municipal de Malambo,348004909,0,348004909,Alcantarillado,Malambo,Agua Potable,RECURSOS ASIGNADOS
70359,2007-08-10,Dotación de suministro de insumos para imágenes diagnósticas y de laboratorio para el Hospital Departamental Juan Dominguez Romero de Soledad E.S.E. en el Dpto del Atlántico,32655298,0,32655298,Salud,Soledad,Gerencia Salud,ESTUDIO
70360,2007-08-13,Adecuación del puesto de salud de la Retirada en el municipio de Ponedera. Departamento del Atlántico,31541673,0,31541673,Salud,Ponedera,Gerencia Salud,RECURSOS ASIGNADOS
70361,2007-08-13,Ampliación y adecuación de la planta física de la Institución Educativa Nuestra Señora de la Candelaria en el municipio de Candelaria,1500000000,0,1500000000,Educación,Candelaria,Candelaria,VIABLE
70362,2007-08-13,Construcción de redes electricas secundarias en la calle Las Palmeras entrada a Santo Tomás,32838361,0,32838361,Electrificación,Santo Tomás,Infraestructura,RECURSOS ASIGNADOS
70363,2007-08-14,Apoyo para la realización del primer encuentro regional folclórico de carnavales del caribe en Sabanalarga. Atlántico,45000000,0,45000000,Cultura,Sabanalarga,Sabanalarga,ESTUDIO
70364,2007-08-15,Adecuación de los puestos de salud de los corregimientos de Carreto y Leña en el municipio de Candelaria. Departamento del Atlántico,34377693,0,34377693,Salud,Candelaria,Gerencia Salud,ESTUDIO
70365,2007-08-15,Construcción de redes eléctricas en la playa modelo del corregimiento de Sabanilla en el municipio de Puerto Colombia,576509692,0,576509692,Electrificación,Puerto Colombia,Infraestructura,VIABLE
70366,2007-08-16,Construcción obras de urbanismos de la Urbanización San Jorge II etapa para 113 viviendas de interés tipo 1 en Villa Rosa en el municipio de Repelón. Departamento del Atlántico,199993030,0,199993030,Vivienda,Repelon,Repelon,VIABLE
70367,2007-08-17,Adecuación del puesto de salud del corregimiento Salgar en el municipio de Puerto de Colombia. Departamento del Atlántico,18856871,0,18856871,Salud,Puerto Colombia,Gerencia Salud,ESTUDIO
70368,2007-08-17,Ampliación y construcción de la Institución Educativa Santa Lucía sede No. 2 Francisco de Paula Santander en el municipio de Santa Lucía,1673512968,0,1673512968,Educación,Santa Lucía,Santa Lucía,VIABLE
70369,2007-08-17,Readecuación sistema hidrosanitario (Construcción de tanque subterraneo de 80 M3 en el Hospital Niño Jesús de Barranquilla. Atlántico,59985435,0,59985435,Salud,Barranquilla,Salud,RECURSOS ASIGNADOS
70370,2007-08-17,Construcción planta de tratamiento de aguas residuales en el Hospital Departamental  de Sabanalarga. Atlántico,33977540,0,33977540,Salud,Sabanalarga,Gerencia Salud,ESTUDIO
70371,2007-08-21,Normalización de redes eléctricas en el barrio 1 de diciembre en el municipio de Sabanalarga,733892661,0,733892661,Electrificación,Sabanalarga,Infraestructura,VIABLE
70372,2007-08-21,Construcción de obras eléctricas para la Institución Educativa Nuestra Señora del Rosario en el Corregimiento de Pitalito en el municipio de Polonuevo.,8528808,0,8528808,Educación,Polonuevo,Educación,RECURSOS ASIGNADOS
70373,2007-08-21,Construcción de parador turístico de Baranoa en el Departamento del Atlántico,305282964,0,305282964,Turismo,Baranoa,Desarrollo,RECURSOS ASIGNADOS
70374,2007-08-21,"Construcción de las redes de distribución de agua potable en el barrio villa lozano del municipio de Soledad, departamento del atlántico.",377328613,0,377328613,Agua Potable,Soledad,Agua Potable,RECURSOS ASIGNADOS
70375,2007-08-24,Aportes para el fortalecimiento de las capacidades técnicas y tecnológicas de empresarios de las confecciones de Juan de Acosta,21500000,0,21500000,Ciencia y Tecnología,Juan de Acosta,Desarrollo,VIABLE
70376,2007-08-29,Capacitación para la producción y comercialización del cultivo de mango de hilaza en el Departamento del Atlántico,34398000,0,34398000,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
70377,2007-08-30,Estudios para la recuperación y desarrollo ecoturistico y sostenible de la ciénaga de Mallorquín en Barranquilla.,50000000,0,50000000,Medio Ambiente,Barranquilla,Desarrollo,RECURSOS ASIGNADOS
70378,2007-08-30,Mejoramiento de 100 viviendas de Interes Social en el municipio de Soledad,500923561,0,500923561,Vivienda,Soledad,Soledad,VIABLE
70379,2007-08-30,Canalización del arroyo de la carrera 3 entre la calle 1B y la orilla del embalse del Guajaro en el corregimiento de Aguada de Pablo en el municipio de Sabanalarga,129524653,0,129524653,Mitigación de Riesgos Naturales y Antropicos,Sabanalarga,Sabanalarga,VIABLE
70380,2007-09-04,Mejoramiento de 90 viviendas en el municipio de Tubará en el Departamento del Atlántico,472338200,0,472338200,Vivienda,Tubará,Infraestructura,DEVUELTO
70381,2007-09-04,Mejoramiento de 90 viviendas en el municipio de Juan de Acosta en el Departamento del Atlántico,472338200,0,472338200,Vivienda,Juan de Acosta,Infraestructura,DEVUELTO
70382,2007-09-04,Mejoramiento de 90 viviendas en el municipio de Santa Lucía en el Departamento del Atlántico,472338200,0,472338200,Vivienda,Santa Lucía,Infraestructura,DEVUELTO
